          13          68  -31.9480000      -72.4779968      0.600985765     l, k, lat, lon, s
          20          63  -31.8269997      -72.3649979      0.606710315     l, k, lat, lon, s
          27          64  -31.7000008      -72.3779984      0.405963153     l, k, lat, lon, s
          37          31  -31.5489998      -71.6729965      0.541128397     l, k, lat, lon, s
          38          17  -31.5429993      -71.3769989      0.613227010     l, k, lat, lon, s
          40          54  -31.4750004      -72.1539993      0.518862665     l, k, lat, lon, s
          45          19  -31.4150009      -71.4130020      0.446196854     l, k, lat, lon, s
          46           9  -31.4050007      -71.2020035      0.370214999     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.527335823     l, k, lat, lon, s
          68          37  -30.9860001      -71.7679977       1.00000000     l, k, lat, lon, s
          68          38  -30.9850006      -71.7890015      0.990435541     l, k, lat, lon, s
          76          39  -30.8400002      -71.8020020      0.563256383     l, k, lat, lon, s
          82          38  -30.7329998      -71.7750015      0.465907782     l, k, lat, lon, s
          88          47  -30.6170006      -71.9570007      0.604576230     l, k, lat, lon, s
          89          53  -30.5930004      -72.0810013      0.630121410     l, k, lat, lon, s
          91          16  -30.5879993      -71.3079987      0.581890762     l, k, lat, lon, s
          95          45  -30.4920006      -71.9079971      0.594764769     l, k, lat, lon, s
         100          18  -30.4249992      -71.3420029      0.570478320     l, k, lat, lon, s
         101          42  -30.3869991      -71.8399963      0.541938901     l, k, lat, lon, s
         117          42  -30.0990009      -71.8239975      0.492814839     l, k, lat, lon, s
