           3          68  -32.1279984      -72.4899979      0.831606269     l, k, lat, lon, s
          25          46  -31.7530003      -72.0009995      0.798957944     l, k, lat, lon, s
          29          12  -31.7089996      -71.2799988      0.833742321     l, k, lat, lon, s
          32          63  -31.6110001      -72.3519974      0.826618254     l, k, lat, lon, s
          40          30  -31.4960003      -71.6490021      0.942638397     l, k, lat, lon, s
          46          45  -31.3750000      -71.9580002      0.801759362     l, k, lat, lon, s
          49          51  -31.3160000      -72.0810013      0.862142086     l, k, lat, lon, s
          52          47  -31.2649994      -71.9940033      0.809704542     l, k, lat, lon, s
          55          19  -31.2350006      -71.4039993      0.929018080     l, k, lat, lon, s
          55          51  -31.2080002      -72.0749969      0.774997175     l, k, lat, lon, s
          81          13  -30.7709999      -71.2549973      0.944219589     l, k, lat, lon, s
          82          58  -30.7150002      -72.1920013      0.977046490     l, k, lat, lon, s
          83          29  -30.7220001      -71.5869980      0.912738383     l, k, lat, lon, s
          95          66  -30.4729996      -72.3450012       1.00000000     l, k, lat, lon, s
          96          45  -30.4740009      -71.9069977      0.939688444     l, k, lat, lon, s
         109          52  -30.2339993      -72.0390015      0.781042576     l, k, lat, lon, s
         112          17  -30.2089996      -71.3099976      0.993365824     l, k, lat, lon, s
         117          44  -30.0970001      -71.8649979      0.947811007     l, k, lat, lon, s
         118          18  -30.1000004      -71.3249969      0.937181830     l, k, lat, lon, s
         120          32  -30.0529995      -71.6139984      0.962667108     l, k, lat, lon, s
