          13          46  -31.9689999      -72.0139999      0.776568472     l, k, lat, lon, s
          17          34  -31.9069996      -71.7559967      0.811364651     l, k, lat, lon, s
          26           3  -31.7700005      -71.0930023      0.887583315     l, k, lat, lon, s
          30          10  -31.6919994      -71.2369995      0.912929416     l, k, lat, lon, s
          45          58  -31.3810005      -72.2320023       1.00000000     l, k, lat, lon, s
          46          37  -31.3820000      -71.7900009      0.857708335     l, k, lat, lon, s
          46          44  -31.3759995      -71.9369965      0.901924372     l, k, lat, lon, s
          51          21  -31.3050003      -71.4489975      0.882423759     l, k, lat, lon, s
          65           4  -31.0660000      -71.0800018      0.745850444     l, k, lat, lon, s
          67          10  -31.0259991      -71.2040024      0.771227479     l, k, lat, lon, s
          67          42  -30.9990005      -71.8740005      0.743481398     l, k, lat, lon, s
          76          27  -30.8500004      -71.5510025      0.954778194     l, k, lat, lon, s
          77          15  -30.8419991      -71.3000031      0.878098249     l, k, lat, lon, s
          93          18  -30.5510006      -71.3479996      0.902511954     l, k, lat, lon, s
          98          31  -30.4500008      -71.6139984      0.899091423     l, k, lat, lon, s
         100          48  -30.3999996      -71.9649963      0.994717240     l, k, lat, lon, s
         101           3  -30.4179993      -71.0289993      0.889301538     l, k, lat, lon, s
         105          66  -30.2929993      -72.3339996      0.852784634     l, k, lat, lon, s
         117           6  -30.1270008      -71.0780029      0.893740058     l, k, lat, lon, s
         120          42  -30.0440006      -71.8209991      0.926507175     l, k, lat, lon, s
