           3          69  -32.1269989      -72.5110016      0.900311291     l, k, lat, lon, s
          10          14  -32.0499992      -71.3399963      0.905687034     l, k, lat, lon, s
          16          70  -31.8920002      -72.5169983      0.879623652     l, k, lat, lon, s
          25          35  -31.7619991      -71.7689972      0.896008551     l, k, lat, lon, s
          30          13  -31.6900005      -71.3000031      0.828426719     l, k, lat, lon, s
          32          25  -31.6450005      -71.5510025       1.00000000     l, k, lat, lon, s
          35          23  -31.5919991      -71.5059967      0.845538676     l, k, lat, lon, s
          35          54  -31.5650005      -72.1589966      0.748614788     l, k, lat, lon, s
          35          68  -31.5520000      -72.4530029      0.855808020     l, k, lat, lon, s
          41          70  -31.4419994      -72.4889984      0.952650547     l, k, lat, lon, s
          60          21  -31.1429996      -71.4410019      0.897322714     l, k, lat, lon, s
          76          54  -30.8269997      -72.1149979      0.832520247     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.762473166     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.762473166     l, k, lat, lon, s
          90          44  -30.5830002      -71.8919983      0.725563228     l, k, lat, lon, s
         100          68  -30.3810005      -72.3809967      0.727584481     l, k, lat, lon, s
         102          23  -30.3850002      -71.4440002      0.897208035     l, k, lat, lon, s
         106          45  -30.2940006      -71.8970032      0.808414280     l, k, lat, lon, s
         112          14  -30.2110004      -71.2480011      0.764468193     l, k, lat, lon, s
         119          14  -30.0849991      -71.2419968      0.773168921     l, k, lat, lon, s
