          13          23  -31.9880009      -71.5270004      0.652318656     l, k, lat, lon, s
          17          14  -31.9239998      -71.3330002      0.700532317     l, k, lat, lon, s
          19          15  -31.8869991      -71.3529968      0.764860630     l, k, lat, lon, s
          22          22  -31.8269997      -71.4980011      0.728250802     l, k, lat, lon, s
          28          14  -31.7250004      -71.3229980      0.473434150     l, k, lat, lon, s
          31           7  -31.6770000      -71.1729965      0.761938095     l, k, lat, lon, s
          36           6  -31.5869999      -71.1480026      0.720988810     l, k, lat, lon, s
          50          33  -31.3139992      -71.7020035      0.557153583     l, k, lat, lon, s
          64           5  -31.0830002      -71.1019974      0.773419559     l, k, lat, lon, s
          66           3  -31.0489998      -71.0589981       1.00000000     l, k, lat, lon, s
          67          36  -31.0049992      -71.7480011      0.763748944     l, k, lat, lon, s
          73          22  -30.9080009      -71.4499969      0.693525374     l, k, lat, lon, s
          74          19  -30.8920002      -71.3860016      0.662097275     l, k, lat, lon, s
          84          65  -30.6720009      -72.3359985      0.804672897     l, k, lat, lon, s
          87          38  -30.6429996      -71.7699966      0.830621541     l, k, lat, lon, s
          94          16  -30.5340004      -71.3050003      0.652379096     l, k, lat, lon, s
          96          20  -30.4950008      -71.3870010      0.855179012     l, k, lat, lon, s
          98          51  -30.4330006      -72.0299988      0.901911259     l, k, lat, lon, s
         101          63  -30.3680000      -72.2760010      0.712273836     l, k, lat, lon, s
         116          59  -30.1009998      -72.1770020      0.793046415     l, k, lat, lon, s
