           4          66  -32.1119995      -72.4459991      0.988899231     l, k, lat, lon, s
          15           8  -31.9640007      -71.2080002      0.782518506     l, k, lat, lon, s
          17          56  -31.8880005      -72.2200012      0.875042856     l, k, lat, lon, s
          20          36  -31.8509998      -71.7949982      0.880680740     l, k, lat, lon, s
          24          68  -31.7500000      -72.4660034      0.879992783     l, k, lat, lon, s
          25          30  -31.7660007      -71.6640015      0.908639014     l, k, lat, lon, s
          30          19  -31.6849995      -71.4270020      0.959237874     l, k, lat, lon, s
          33          35  -31.6180000      -71.7610016      0.762442350     l, k, lat, lon, s
          51          46  -31.2840004      -71.9739990      0.985272288     l, k, lat, lon, s
          64          65  -31.0330009      -72.3580017      0.876350820     l, k, lat, lon, s
          66          50  -31.0100002      -72.0419998      0.947697699     l, k, lat, lon, s
          77          49  -30.8129997      -72.0100021       1.00000000     l, k, lat, lon, s
          81          22  -30.7639999      -71.4420013      0.933986425     l, k, lat, lon, s
          86          55  -30.6459999      -72.1259995      0.839516222     l, k, lat, lon, s
          98          36  -30.4459991      -71.7180023      0.746434689     l, k, lat, lon, s
         102          55  -30.3570004      -72.1090012      0.908562541     l, k, lat, lon, s
         105          26  -30.3279991      -71.5029984      0.932720840     l, k, lat, lon, s
         109          43  -30.2420006      -71.8519974      0.882685900     l, k, lat, lon, s
         114           2  -30.1840000      -70.9970016      0.843287110     l, k, lat, lon, s
         119           8  -30.0900002      -71.1169968      0.763960540     l, k, lat, lon, s
