           3          68  -32.1279984      -72.4899979      0.538941085     l, k, lat, lon, s
          13          68  -31.9480000      -72.4779968      0.552053094     l, k, lat, lon, s
          25          46  -31.7530003      -72.0009995      0.522567987     l, k, lat, lon, s
          32          63  -31.6110001      -72.3519974      0.512179613     l, k, lat, lon, s
          37          31  -31.5489998      -71.6729965      0.627070069     l, k, lat, lon, s
          38          17  -31.5429993      -71.3769989      0.465586603     l, k, lat, lon, s
          45          19  -31.4150009      -71.4130020      0.505847692     l, k, lat, lon, s
          46           9  -31.4050007      -71.2020035      0.546308696     l, k, lat, lon, s
          46          45  -31.3750000      -71.9580002      0.401174068     l, k, lat, lon, s
          49          51  -31.3160000      -72.0810013      0.551964283     l, k, lat, lon, s
          76          39  -30.8400002      -71.8020020      0.612663805     l, k, lat, lon, s
          82          58  -30.7150002      -72.1920013      0.613764465     l, k, lat, lon, s
          88          47  -30.6170006      -71.9570007      0.600972652     l, k, lat, lon, s
          91          16  -30.5879993      -71.3079987      0.665086210     l, k, lat, lon, s
         100          18  -30.4249992      -71.3420029      0.630629957     l, k, lat, lon, s
         109          52  -30.2339993      -72.0390015      0.569883168     l, k, lat, lon, s
         117          42  -30.0990009      -71.8239975      0.927639246     l, k, lat, lon, s
         117          44  -30.0970001      -71.8649979      0.989324391     l, k, lat, lon, s
         118          18  -30.1000004      -71.3249969      0.575608432     l, k, lat, lon, s
         120          32  -30.0529995      -71.6139984      0.645455122     l, k, lat, lon, s
