           3          69  -32.1269989      -72.5110016      0.770513713     l, k, lat, lon, s
          10          14  -32.0499992      -71.3399963      0.913859308     l, k, lat, lon, s
          13          25  -31.9869995      -71.5699997      0.666512012     l, k, lat, lon, s
          18          50  -31.8750000      -72.0930023      0.846404493     l, k, lat, lon, s
          25          35  -31.7619991      -71.7689972      0.878010750     l, k, lat, lon, s
          25          52  -31.7469997      -72.1269989      0.906320989     l, k, lat, lon, s
          30          13  -31.6900005      -71.3000031      0.744187474     l, k, lat, lon, s
          35          23  -31.5919991      -71.5059967      0.612541854     l, k, lat, lon, s
          41          70  -31.4419994      -72.4889984      0.795265734     l, k, lat, lon, s
          45          39  -31.3980007      -71.8330002      0.877161562     l, k, lat, lon, s
          50           6  -31.3349991      -71.1350021       1.00000000     l, k, lat, lon, s
          52          36  -31.2749996      -71.7630005      0.877607226     l, k, lat, lon, s
          56          33  -31.2049999      -71.6959991      0.914287627     l, k, lat, lon, s
          60          21  -31.1429996      -71.4410019      0.859258294     l, k, lat, lon, s
          77          48  -30.8139992      -71.9889984      0.840432703     l, k, lat, lon, s
          86          23  -30.6730003      -71.4589996      0.822028875     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.720302880     l, k, lat, lon, s
          86          56  -30.6450005      -72.1460037      0.720302880     l, k, lat, lon, s
         102          23  -30.3850002      -71.4440002      0.845448375     l, k, lat, lon, s
         119          37  -30.0669994      -71.7180023      0.781127453     l, k, lat, lon, s
