           1          34  -32.1959991      -71.7720032      0.904326975     l, k, lat, lon, s
          11          38  -32.0120010      -71.8470001       1.00000000     l, k, lat, lon, s
          17          59  -31.8850002      -72.2839966      0.672791779     l, k, lat, lon, s
          19          56  -31.8519993      -72.2180023      0.679106891     l, k, lat, lon, s
          21          33  -31.8360004      -71.7310028      0.811767280     l, k, lat, lon, s
          26          40  -31.7399998      -71.8730011      0.714993656     l, k, lat, lon, s
          28          17  -31.7229996      -71.3870010      0.961133182     l, k, lat, lon, s
          31          19  -31.6669998      -71.4260025      0.915371060     l, k, lat, lon, s
          52          63  -31.2509995      -72.3290024      0.812535942     l, k, lat, lon, s
          55          53  -31.2059994      -72.1169968      0.854195058     l, k, lat, lon, s
          60          23  -31.1420002      -71.4830017      0.765788019     l, k, lat, lon, s
          72          68  -30.8859997      -72.4120026      0.887821555     l, k, lat, lon, s
          83          64  -30.6910000      -72.3160019      0.911760986     l, k, lat, lon, s
          85          34  -30.6819992      -71.6890030      0.952958107     l, k, lat, lon, s
          92           9  -30.5760002      -71.1610031      0.795803249     l, k, lat, lon, s
         109           3  -30.2740002      -71.0220032      0.863402128     l, k, lat, lon, s
         110          69  -30.2000008      -72.3909988      0.765659511     l, k, lat, lon, s
         114          60  -30.1359997      -72.1999969      0.776768386     l, k, lat, lon, s
         118          53  -30.0709991      -72.0510025      0.650471389     l, k, lat, lon, s
         118          60  -30.0639992      -72.1959991      0.813568294     l, k, lat, lon, s
