          13          64  -31.9519997      -72.3939972      0.891278327     l, k, lat, lon, s
          17          53  -31.8899994      -72.1569977      0.898449183     l, k, lat, lon, s
          18          50  -31.8750000      -72.0930023      0.794508338     l, k, lat, lon, s
          18          52  -31.8729992      -72.1350021      0.818029344     l, k, lat, lon, s
          24          17  -31.7950001      -71.3899994      0.797397912     l, k, lat, lon, s
          26          30  -31.7479992      -71.6630020      0.880665481     l, k, lat, lon, s
          33          57  -31.5990009      -72.2239990      0.904902637     l, k, lat, lon, s
          41          47  -31.4640007      -72.0049973      0.836827099     l, k, lat, lon, s
          51           9  -31.3150005      -71.1979980      0.718656063     l, k, lat, lon, s
          56          45  -31.1949997      -71.9479980      0.902006745     l, k, lat, lon, s
          66           9  -31.0440006      -71.1839981      0.766454697     l, k, lat, lon, s
          70          15  -30.9680004      -71.3059998      0.633525312     l, k, lat, lon, s
          78          21  -30.8190002      -71.4240036      0.933410466     l, k, lat, lon, s
          80          50  -30.7579994      -72.0279999      0.994502842     l, k, lat, lon, s
          84          37  -30.6970005      -71.7519989       1.00000000     l, k, lat, lon, s
          93          11  -30.5559998      -71.2020035      0.450736225     l, k, lat, lon, s
          94          10  -30.5389996      -71.1809998      0.598181427     l, k, lat, lon, s
          94          48  -30.5079994      -71.9710007      0.973101258     l, k, lat, lon, s
          98          59  -30.4260006      -72.1959991      0.949577391     l, k, lat, lon, s
         106          18  -30.3169994      -71.3359985      0.912348866     l, k, lat, lon, s
