          20          63  -31.8269997      -72.3649979      0.526606202     l, k, lat, lon, s
          23          28  -31.8040009      -71.6230011      0.430515409     l, k, lat, lon, s
          24          57  -31.7609997      -72.2340012      0.595197380     l, k, lat, lon, s
          26          21  -31.7560005      -71.4729996      0.568189561     l, k, lat, lon, s
          27          64  -31.7000008      -72.3779984      0.426525623     l, k, lat, lon, s
          28          17  -31.7229996      -71.3870010      0.544653118     l, k, lat, lon, s
          40          43  -31.4850006      -71.9219971      0.492317647     l, k, lat, lon, s
          40          54  -31.4750004      -72.1539993      0.581317902     l, k, lat, lon, s
          57          46  -31.1760006      -71.9680023      0.559357643     l, k, lat, lon, s
          61          27  -31.1200008      -71.5660019      0.488972634     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.567573011     l, k, lat, lon, s
          68          37  -30.9860001      -71.7679977       1.00000000     l, k, lat, lon, s
          68          38  -30.9850006      -71.7890015      0.993684947     l, k, lat, lon, s
          82          38  -30.7329998      -71.7750015      0.433100760     l, k, lat, lon, s
          89          47  -30.5990009      -71.9560013      0.454849899     l, k, lat, lon, s
          89          53  -30.5930004      -72.0810013      0.521026015     l, k, lat, lon, s
          95          45  -30.4920006      -71.9079971      0.476954937     l, k, lat, lon, s
          97          17  -30.4799995      -71.3239975      0.536125124     l, k, lat, lon, s
         101          42  -30.3869991      -71.8399963      0.484771669     l, k, lat, lon, s
         110          47  -30.2199993      -71.9339981      0.515971899     l, k, lat, lon, s
