           4          31  -32.1440010      -71.7050018      0.810269237     l, k, lat, lon, s
           5          17  -32.1370010      -71.4079971      0.716589808     l, k, lat, lon, s
          12          52  -31.9810009      -72.1409988      0.616669834     l, k, lat, lon, s
          12          64  -31.9699993      -72.3949966      0.872780025     l, k, lat, lon, s
          14          52  -31.9449997      -72.1389999      0.576487601     l, k, lat, lon, s
          24          62  -31.7560005      -72.3389969      0.622141242     l, k, lat, lon, s
          25          61  -31.7390003      -72.3170013      0.452735513     l, k, lat, lon, s
          33          24  -31.6270008      -71.5289993      0.757131696     l, k, lat, lon, s
          44          50  -31.4069996      -72.0650024      0.809104145     l, k, lat, lon, s
          56          20  -31.2159996      -71.4240036      0.762661874     l, k, lat, lon, s
          64          71  -31.0270004      -72.4840012      0.853254497     l, k, lat, lon, s
          71          37  -30.9319992      -71.7649994      0.809491754     l, k, lat, lon, s
          82          70  -30.7040005      -72.4430008      0.812715352     l, k, lat, lon, s
          84          62  -30.6749992      -72.2740021      0.957474649     l, k, lat, lon, s
          86          44  -30.6550007      -71.8960037      0.826077282     l, k, lat, lon, s
          88          57  -30.6079998      -72.1650009      0.520445049     l, k, lat, lon, s
          88          60  -30.6049995      -72.2279968      0.623769164     l, k, lat, lon, s
          92          22  -30.5660000      -71.4319992      0.849112153     l, k, lat, lon, s
         105          37  -30.3190002      -71.7320023      0.850256562     l, k, lat, lon, s
         120          39  -30.0470009      -71.7590027      0.811684191     l, k, lat, lon, s
