          17          14  -31.9230003      -71.3479996      0.874156535     l, k, lat, lon, s
          18          52  -31.8740005      -72.1220016      0.709812701     l, k, lat, lon, s
          19          15  -31.8859997      -71.3659973      0.892300785     l, k, lat, lon, s
          22          22  -31.8269997      -71.5059967      0.761984289     l, k, lat, lon, s
          28          14  -31.7250004      -71.3379974      0.840449452     l, k, lat, lon, s
          28          16  -31.7229996      -71.3779984      0.901555419     l, k, lat, lon, s
          31           7  -31.6760006      -71.1930008      0.864364982     l, k, lat, lon, s
          49          32  -31.3320007      -71.6839981      0.250357240     l, k, lat, lon, s
          50          33  -31.3129997      -71.7030029      0.393802255     l, k, lat, lon, s
          55          11  -31.2409992      -71.2519989       1.00000000     l, k, lat, lon, s
          64           5  -31.0830002      -71.1230011      0.926320493     l, k, lat, lon, s
          77          24  -30.8339996      -71.4950027      0.748961568     l, k, lat, lon, s
          84           5  -30.7220001      -71.1060028      0.896237254     l, k, lat, lon, s
          87          67  -30.6170006      -72.3509979      0.556565881     l, k, lat, lon, s
          92          10  -30.5739994      -71.1989975      0.940139413     l, k, lat, lon, s
          96          20  -30.4950008      -71.3970032      0.852496803     l, k, lat, lon, s
          98          51  -30.4330006      -72.0179977      0.488140076     l, k, lat, lon, s
         101          29  -30.3980007      -71.5729980      0.792429745     l, k, lat, lon, s
         114          58  -30.1389999      -72.1409988      0.680013895     l, k, lat, lon, s
         116          59  -30.1019993      -72.1589966      0.702400804     l, k, lat, lon, s
