           5          12  -32.1409988      -71.3180008      0.870651841     l, k, lat, lon, s
          14          47  -31.9500008      -72.0240021      0.681264162     l, k, lat, lon, s
          22          13  -31.8339996      -71.3229980      0.939087510     l, k, lat, lon, s
          28          10  -31.7280006      -71.2559967       1.00000000     l, k, lat, lon, s
          30          34  -31.6730003      -71.7429962      0.754653156     l, k, lat, lon, s
          48          48  -31.3369999      -72.0090027      0.630021811     l, k, lat, lon, s
          64          11  -31.0779991      -71.2440033      0.843085170     l, k, lat, lon, s
          71          24  -30.9419994      -71.5009995      0.643924594     l, k, lat, lon, s
          79          13  -30.8059998      -71.2710037      0.819029868     l, k, lat, lon, s
          85          62  -30.6580009      -72.2529984      0.473490238     l, k, lat, lon, s
          86          10  -30.6830006      -71.2050018      0.921765924     l, k, lat, lon, s
          86          25  -30.6709995      -71.5070038      0.654426396     l, k, lat, lon, s
          91          37  -30.5709991      -71.7429962      0.612914205     l, k, lat, lon, s
          91          64  -30.5480003      -72.2860031      0.531706393     l, k, lat, lon, s
          97          30  -30.4689999      -71.5970001      0.570198834     l, k, lat, lon, s
         101          12  -30.4109993      -71.2320023      0.853417635     l, k, lat, lon, s
         102          62  -30.3519993      -72.2340012      0.586697638     l, k, lat, lon, s
         106          42  -30.2970009      -71.8290024      0.622005224     l, k, lat, lon, s
         116          15  -30.1380005      -71.2779999      0.759289384     l, k, lat, lon, s
         120           4  -30.0739994      -71.0550003      0.855480552     l, k, lat, lon, s
