           9          17  -32.0649986      -71.4169998      0.950335860     l, k, lat, lon, s
          13          43  -31.9720001      -71.9440002      0.628518641     l, k, lat, lon, s
          16          27  -31.9309998      -71.6139984      0.704951465     l, k, lat, lon, s
          17          60  -31.8850002      -72.2860031      0.604488432     l, k, lat, lon, s
          29          68  -31.6609993      -72.4359970      0.392896563     l, k, lat, lon, s
          41          29  -31.4790001      -71.6309967      0.765377522     l, k, lat, lon, s
          50          12  -31.3299999      -71.2770004       1.00000000     l, k, lat, lon, s
          52          65  -31.2500000      -72.3489990      0.395358920     l, k, lat, lon, s
          55          64  -31.1970005      -72.3259964      0.530806422     l, k, lat, lon, s
          60          55  -31.1149998      -72.1380005      0.504447043     l, k, lat, lon, s
          66          47  -31.0130005      -71.9700012      0.597968578     l, k, lat, lon, s
          72          22  -30.9260006      -71.4589996      0.793354154     l, k, lat, lon, s
          83          16  -30.7320004      -71.3280029      0.828942299     l, k, lat, lon, s
          85          56  -30.6630001      -72.1320038      0.621678829     l, k, lat, lon, s
          90          29  -30.5960007      -71.5830002      0.758778274     l, k, lat, lon, s
          93          68  -30.5079994      -72.3649979      0.454585046     l, k, lat, lon, s
         101          48  -30.3820000      -71.9540024      0.626845837     l, k, lat, lon, s
         113          69  -30.1469994      -72.3629990      0.437079668     l, k, lat, lon, s
         114          33  -30.1599998      -71.6409988      0.776367366     l, k, lat, lon, s
         121          56  -30.0149994      -72.0940018      0.596353889     l, k, lat, lon, s
