           2          62  -32.1529999      -72.3440018      0.595684588     l, k, lat, lon, s
           4          24  -32.1500015      -71.5640030      0.955294549     l, k, lat, lon, s
          19          57  -31.8509998      -72.2229996      0.564359963     l, k, lat, lon, s
          25          15  -31.7779999      -71.3610001      0.972546518     l, k, lat, lon, s
          36          21  -31.5750008      -71.4729996      0.970651150     l, k, lat, lon, s
          54          23  -31.2490005      -71.4960022      0.972539961     l, k, lat, lon, s
          55          56  -31.2040005      -72.1640015      0.577681720     l, k, lat, lon, s
          56          26  -31.2110004      -71.5550003      0.882264197     l, k, lat, lon, s
          65           3  -31.0660000      -71.0820007      0.979807377     l, k, lat, lon, s
          74          34  -30.8799992      -71.6999969      0.763620973     l, k, lat, lon, s
          77          31  -30.8290005      -71.6360016      0.672054052     l, k, lat, lon, s
          88          39  -30.6240005      -71.7870026      0.845501184     l, k, lat, lon, s
          88          45  -30.6189995      -71.9069977      0.725564241     l, k, lat, lon, s
          94          30  -30.5230007      -71.5999985      0.855390131     l, k, lat, lon, s
         103          30  -30.3610001      -71.5910034      0.772071123     l, k, lat, lon, s
         105          65  -30.2950001      -72.2910004      0.699158728     l, k, lat, lon, s
         115          16  -30.1550007      -71.2990036      0.848307669     l, k, lat, lon, s
         117          44  -30.0970001      -71.8580017      0.582404077     l, k, lat, lon, s
         118           4  -30.1100006      -71.0559998       1.00000000     l, k, lat, lon, s
         119          36  -30.0680008      -71.6959991      0.647957623     l, k, lat, lon, s
