           3          68  -32.1300011      -72.4649963      0.540138543     l, k, lat, lon, s
          25          46  -31.7530003      -71.9919968      0.659475982     l, k, lat, lon, s
          29          12  -31.7080002      -71.2959976       1.00000000     l, k, lat, lon, s
          32          63  -31.6119995      -72.3310013      0.682436287     l, k, lat, lon, s
          40          30  -31.4960003      -71.6520004      0.749145567     l, k, lat, lon, s
          46          45  -31.3759995      -71.9499969      0.652846992     l, k, lat, lon, s
          49          51  -31.3160000      -72.0690002      0.568136573     l, k, lat, lon, s
          52          47  -31.2660007      -71.9850006      0.707548797     l, k, lat, lon, s
          55          19  -31.2339993      -71.4140015      0.912625074     l, k, lat, lon, s
          55          51  -31.2080002      -72.0619965      0.541693389     l, k, lat, lon, s
          81          13  -30.7700005      -71.2699966      0.876353920     l, k, lat, lon, s
          82          58  -30.7159996      -72.1750031      0.551551402     l, k, lat, lon, s
          83          29  -30.7220001      -71.5899963      0.746473312     l, k, lat, lon, s
          95          66  -30.4740009      -72.3219986      0.674543381     l, k, lat, lon, s
          96          45  -30.4750004      -71.8990021      0.500318110     l, k, lat, lon, s
         109          52  -30.2339993      -72.0260010      0.595773995     l, k, lat, lon, s
         112          17  -30.2089996      -71.3219986      0.986986339     l, k, lat, lon, s
         117          44  -30.0970001      -71.8580017      0.652813196     l, k, lat, lon, s
         118          18  -30.1000004      -71.3369980      0.990813851     l, k, lat, lon, s
         120          32  -30.0529995      -71.6149979      0.897560358     l, k, lat, lon, s
