           8          20  -32.0810013      -71.4789963      0.967158318     l, k, lat, lon, s
          15          28  -31.9480000      -71.6350021      0.835490763     l, k, lat, lon, s
          23          36  -31.7980003      -71.7910004      0.709478617     l, k, lat, lon, s
          26          23  -31.7539997      -71.5230026      0.671015620     l, k, lat, lon, s
          30          34  -31.6730003      -71.7429962      0.719579756     l, k, lat, lon, s
          31          14  -31.6709995      -71.3349991      0.924399734     l, k, lat, lon, s
          45          31  -31.4050007      -71.6669998      0.883041501     l, k, lat, lon, s
          48          35  -31.3479996      -71.7450027      0.762539804     l, k, lat, lon, s
          53          20  -31.2700005      -71.4369965       1.00000000     l, k, lat, lon, s
          54          16  -31.2549992      -71.3550034      0.958401859     l, k, lat, lon, s
          60          48  -31.1210003      -71.9970016      0.640029192     l, k, lat, lon, s
          62          53  -31.0799999      -72.0960007      0.537214160     l, k, lat, lon, s
          80          14  -30.7880001      -71.2910004      0.861411989     l, k, lat, lon, s
          85          21  -30.6919994      -71.4270020      0.718810856     l, k, lat, lon, s
          94          42  -30.5130005      -71.8410034      0.619985282     l, k, lat, lon, s
          99          49  -30.4169998      -71.9769974      0.599165857     l, k, lat, lon, s
         103          34  -30.3579998      -71.6709976      0.743864834     l, k, lat, lon, s
         106          12  -30.3209991      -71.2269974      0.893140018     l, k, lat, lon, s
         111          24  -30.2210007      -71.4629974      0.880540013     l, k, lat, lon, s
         121          12  -30.0499992      -71.2139969      0.814947665     l, k, lat, lon, s
