           3          12  -32.1769981      -71.3199997      0.886678994     l, k, lat, lon, s
          10          32  -32.0349998      -71.7220001      0.633218765     l, k, lat, lon, s
          23          34  -31.7989998      -71.7500000      0.808847189     l, k, lat, lon, s
          30          37  -31.6709995      -71.8040009      0.681366622     l, k, lat, lon, s
          35          47  -31.5720005      -72.0019989      0.670650423     l, k, lat, lon, s
          49          18  -31.3430004      -71.4000015      0.832409143     l, k, lat, lon, s
          59           7  -31.1709995      -71.1679993       1.00000000     l, k, lat, lon, s
          67          63  -30.9810009      -72.2919998      0.614484549     l, k, lat, lon, s
          68          10  -31.0070000      -71.2210007      0.851793051     l, k, lat, lon, s
          68          49  -30.9759998      -72.0080032      0.721388221     l, k, lat, lon, s
          84          69  -30.6700001      -72.3949966      0.442608505     l, k, lat, lon, s
          91          59  -30.5529995      -72.1859970      0.595195174     l, k, lat, lon, s
          93          13  -30.5540009      -71.2590027      0.770276368     l, k, lat, lon, s
          95           6  -30.5230007      -71.1159973      0.825228512     l, k, lat, lon, s
          98          59  -30.4260006      -72.1780014      0.656749487     l, k, lat, lon, s
         101          20  -30.4050007      -71.3919983      0.882230639     l, k, lat, lon, s
         106           2  -30.3279991      -71.0260010      0.847474813     l, k, lat, lon, s
         106          42  -30.2970009      -71.8290024      0.693977416     l, k, lat, lon, s
         110           9  -30.2509995      -71.1630020      0.829736292     l, k, lat, lon, s
         121          54  -30.0160007      -72.0540009      0.713641822     l, k, lat, lon, s
