           4          66  -32.1129990      -72.4229965      0.470513970     l, k, lat, lon, s
          15           8  -31.9640007      -71.2269974      0.863436759     l, k, lat, lon, s
          20          14  -31.8689995      -71.3450012      0.718833029     l, k, lat, lon, s
          20          36  -31.8519993      -71.7939987      0.729838371     l, k, lat, lon, s
          24          68  -31.7509995      -72.4410019      0.417382777     l, k, lat, lon, s
          30          19  -31.6849995      -71.4380035      0.955903172     l, k, lat, lon, s
          33          12  -31.6359997      -71.2919998      0.846782088     l, k, lat, lon, s
          35          34  -31.5830002      -71.7379990      0.815268517     l, k, lat, lon, s
          38          54  -31.5119991      -72.1409988      0.551560402     l, k, lat, lon, s
          41          41  -31.4689999      -71.8740005      0.730897248     l, k, lat, lon, s
          66           3  -31.0480003      -71.0810013      0.795437157     l, k, lat, lon, s
          67           8  -31.0259991      -71.1809998      0.762510180     l, k, lat, lon, s
          70          64  -30.9260006      -72.3089981      0.531102657     l, k, lat, lon, s
          77          49  -30.8139992      -71.9990005      0.473100156     l, k, lat, lon, s
          81          22  -30.7639999      -71.4509964      0.837966919     l, k, lat, lon, s
          98           5  -30.4699993      -71.0940018       1.00000000     l, k, lat, lon, s
         100          59  -30.3899994      -72.1760025      0.647594392     l, k, lat, lon, s
         105          26  -30.3279991      -71.5090027      0.774974287     l, k, lat, lon, s
         109          43  -30.2420006      -71.8460007      0.705746949     l, k, lat, lon, s
         114           2  -30.1840000      -71.0199966      0.937034965     l, k, lat, lon, s
