           8          56  -32.0499992      -72.2139969      0.674198091     l, k, lat, lon, s
          12          36  -31.9960003      -71.8020020      0.727736413     l, k, lat, lon, s
          18          38  -31.8859997      -71.8369980      0.724558234     l, k, lat, lon, s
          37          53  -31.5310001      -72.1220016      0.562524796     l, k, lat, lon, s
          59          31  -31.1529999      -71.6539993      0.839066625     l, k, lat, lon, s
          63          51  -31.0639992      -72.0540009      0.589776993     l, k, lat, lon, s
          67          29  -31.0100002      -71.6050034      0.786634266     l, k, lat, lon, s
          68          14  -31.0039997      -71.3010025      0.887639940     l, k, lat, lon, s
          71          57  -30.9150009      -72.1669998      0.535822392     l, k, lat, lon, s
          73          47  -30.8869991      -71.9629974      0.599696040     l, k, lat, lon, s
          86          53  -30.6480007      -72.0699997      0.551524699     l, k, lat, lon, s
          89          12  -30.6270008      -71.2419968      0.956699967     l, k, lat, lon, s
          91          45  -30.5650005      -71.9039993      0.627875686     l, k, lat, lon, s
          91          65  -30.5470009      -72.3059998      0.589075267     l, k, lat, lon, s
          99          65  -30.4029999      -72.2979965      0.630475640     l, k, lat, lon, s
         107          13  -30.3020000      -71.2460022      0.810431659     l, k, lat, lon, s
         115          19  -30.1529999      -71.3590012       1.00000000     l, k, lat, lon, s
         115          31  -30.1439991      -71.5999985      0.800323606     l, k, lat, lon, s
         120          33  -30.0520000      -71.6350021      0.748951435     l, k, lat, lon, s
         121          49  -30.0209999      -71.9540024      0.544983923     l, k, lat, lon, s
