           3          26  -32.1660004      -71.6060028      0.832422853     l, k, lat, lon, s
           3          57  -32.1399994      -72.2399979      0.619022727     l, k, lat, lon, s
           7          13  -32.1040001      -71.3369980      0.765193880     l, k, lat, lon, s
          25          21  -31.7740002      -71.4830017      0.822881222     l, k, lat, lon, s
          32          40  -31.6320000      -71.8629990      0.886492133     l, k, lat, lon, s
          33          42  -31.6119995      -71.9029999      0.826965511     l, k, lat, lon, s
          45          62  -31.3789997      -72.2959976      0.602201283     l, k, lat, lon, s
          63          15  -31.0930004      -71.3259964      0.928732991     l, k, lat, lon, s
          72          14  -30.9319992      -71.2979965      0.857104361     l, k, lat, lon, s
          74          37  -30.8780003      -71.7600021      0.698332787     l, k, lat, lon, s
         106          59  -30.2819996      -72.1699982      0.652786613     l, k, lat, lon, s
         108           4  -30.2900009      -71.0650024      0.993232727     l, k, lat, lon, s
         108          18  -30.2800007      -71.3460007      0.661217332     l, k, lat, lon, s
         108          42  -30.2609997      -71.8270035      0.472603023     l, k, lat, lon, s
         109           8  -30.2689991      -71.1439972      0.837112665     l, k, lat, lon, s
         114          51  -30.1450005      -72.0009995      0.805049896     l, k, lat, lon, s
         116          63  -30.0990009      -72.2389984      0.654766381     l, k, lat, lon, s
         119           4  -30.0919991      -71.0559998       1.00000000     l, k, lat, lon, s
         119          68  -30.0400009      -72.3359985      0.554500639     l, k, lat, lon, s
         121          36  -30.0319996      -71.6940002      0.790682375     l, k, lat, lon, s
