           2          31  -32.1800003      -71.7099991      0.698404849     l, k, lat, lon, s
           8          22  -32.0789986      -71.5199966      0.877043664     l, k, lat, lon, s
          27          26  -31.7339993      -71.5830002      0.830202401     l, k, lat, lon, s
          30          13  -31.6900005      -71.3160019      0.802843869     l, k, lat, lon, s
          35           4  -31.6060009      -71.1279984       1.00000000     l, k, lat, lon, s
          37          22  -31.5569992      -71.4919968      0.823861361     l, k, lat, lon, s
          54          56  -31.2220001      -72.1650009      0.542872608     l, k, lat, lon, s
          60          44  -31.1240005      -71.9160004      0.506228864     l, k, lat, lon, s
          66          36  -31.0230007      -71.7480011      0.656710029     l, k, lat, lon, s
          67          44  -30.9979992      -71.9079971      0.611736178     l, k, lat, lon, s
          73          16  -30.9120007      -71.3369980      0.921186268     l, k, lat, lon, s
          79          25  -30.7970009      -71.5130005      0.933548212     l, k, lat, lon, s
          82           8  -30.7560005      -71.1679993      0.869610131     l, k, lat, lon, s
          87          58  -30.6259995      -72.1699982      0.653866053     l, k, lat, lon, s
          92          53  -30.5400009      -72.0640030      0.520662427     l, k, lat, lon, s
          94          19  -30.5319996      -71.3789978      0.918862462     l, k, lat, lon, s
         106          14  -30.3190002      -71.2669983      0.870898306     l, k, lat, lon, s
         109          32  -30.2509995      -71.6259995      0.829509139     l, k, lat, lon, s
         116          67  -30.0949993      -72.3190002      0.549937487     l, k, lat, lon, s
         118          42  -30.0809994      -71.8170013      0.630311310     l, k, lat, lon, s
