           4          25  -32.1489983      -71.5849991      0.771533012     l, k, lat, lon, s
          10          59  -32.0120010      -72.2740021      0.618227780     l, k, lat, lon, s
          11          20  -32.0270004      -71.4759979      0.895738482     l, k, lat, lon, s
          11          52  -32.0000000      -72.1299973      0.598959982     l, k, lat, lon, s
          26          45  -31.7360001      -71.9710007      0.700895667     l, k, lat, lon, s
          29          47  -31.6800003      -72.0090027      0.797541976     l, k, lat, lon, s
          40          48  -31.4810009      -72.0169983      0.592770875     l, k, lat, lon, s
          42          38  -31.4540005      -71.8119965      0.872734129     l, k, lat, lon, s
          49          22  -31.3400002      -71.4810028      0.952168286     l, k, lat, lon, s
          55          46  -31.2129993      -71.9609985      0.833473682     l, k, lat, lon, s
          61          65  -31.0879993      -72.3389969      0.984504104     l, k, lat, lon, s
          72          30  -30.9190006      -71.6210022      0.893742561     l, k, lat, lon, s
          75          16  -30.8759995      -71.3349991      0.694956005     l, k, lat, lon, s
          78          21  -30.8180008      -71.4339981      0.854343653     l, k, lat, lon, s
          84          47  -30.6889992      -71.9520035      0.824674308     l, k, lat, lon, s
          86          46  -30.6539993      -71.9290009      0.789887965     l, k, lat, lon, s
          88          51  -30.6140003      -72.0279999      0.910754263     l, k, lat, lon, s
          89          30  -30.6130009      -71.6050034      0.695191503     l, k, lat, lon, s
         105          60  -30.2989998      -72.1910019      0.891210198     l, k, lat, lon, s
         111          40  -30.2089996      -71.7839966      0.989644945     l, k, lat, lon, s
