           1          54  -32.1780014      -72.1809998      0.686577260     l, k, lat, lon, s
           6          17  -32.1189995      -71.4189987      0.871414125     l, k, lat, lon, s
           8          32  -32.0709991      -71.7239990      0.819951653     l, k, lat, lon, s
          18          45  -31.8799992      -71.9789963      0.635673463     l, k, lat, lon, s
          30          13  -31.6900005      -71.3160019      0.863407373     l, k, lat, lon, s
          35           4  -31.6060009      -71.1279984      0.865935326     l, k, lat, lon, s
          42          14  -31.4729996      -71.3249969      0.883803248     l, k, lat, lon, s
          51          48  -31.2830009      -72.0059967      0.688162565     l, k, lat, lon, s
          60          44  -31.1240005      -71.9160004      0.881845593     l, k, lat, lon, s
          66          36  -31.0230007      -71.7480011      0.735216200     l, k, lat, lon, s
          67          44  -30.9979992      -71.9079971      0.764694154     l, k, lat, lon, s
          69          39  -30.9659996      -71.8050003      0.787404001     l, k, lat, lon, s
          79          25  -30.7970009      -71.5130005      0.984769642     l, k, lat, lon, s
          87          58  -30.6259995      -72.1699982      0.879006565     l, k, lat, lon, s
          92          53  -30.5400009      -72.0640030      0.607965410     l, k, lat, lon, s
          94          19  -30.5319996      -71.3789978      0.971448421     l, k, lat, lon, s
          97          26  -30.4720001      -71.5169983      0.963507831     l, k, lat, lon, s
         106           8  -30.3239994      -71.1470032      0.666976154     l, k, lat, lon, s
         106          56  -30.2849998      -72.1100006      0.751789570     l, k, lat, lon, s
         109          32  -30.2509995      -71.6259995      0.812044263     l, k, lat, lon, s
