           3          46  -32.1489983      -72.0149994      0.743178904     l, k, lat, lon, s
           6          13  -32.1220016      -71.3379974      0.589443862     l, k, lat, lon, s
           6          36  -32.1040001      -71.8079987      0.674668014     l, k, lat, lon, s
           9          20  -32.0629997      -71.4779968      0.592831850     l, k, lat, lon, s
          19           9  -31.8910007      -71.2440033      0.449989945     l, k, lat, lon, s
          24          23  -31.7900009      -71.5250015      0.801985383     l, k, lat, lon, s
          30          71  -31.6399994      -72.4960022      0.894290149     l, k, lat, lon, s
          36          51  -31.5510006      -72.0830002      0.663950324     l, k, lat, lon, s
          40          29  -31.4969997      -71.6320038      0.726669312     l, k, lat, lon, s
          43          22  -31.4480000      -71.4860001      0.844587564     l, k, lat, lon, s
          58          15  -31.1830006      -71.3310013      0.643724799     l, k, lat, lon, s
          60          50  -31.1189995      -72.0370026      0.618973076     l, k, lat, lon, s
          75          70  -30.8309994      -72.4250031      0.777751267     l, k, lat, lon, s
          80          34  -30.7719994      -71.6940002      0.920307219     l, k, lat, lon, s
          89          25  -30.6170006      -71.5039978      0.685341239     l, k, lat, lon, s
          93          24  -30.5459995      -71.4800034      0.761479616     l, k, lat, lon, s
          94          63  -30.4950008      -72.2630005       1.00000000     l, k, lat, lon, s
          96          64  -30.4580002      -72.2809982      0.997329235     l, k, lat, lon, s
          98          16  -30.4619999      -71.3150024      0.683123767     l, k, lat, lon, s
         119           4  -30.0919991      -71.0559998      0.683094442     l, k, lat, lon, s
