           3          68  -32.1300011      -72.4649963      0.769596636     l, k, lat, lon, s
          25          46  -31.7530003      -71.9919968      0.738929152     l, k, lat, lon, s
          29          12  -31.7080002      -71.2959976      0.822130382     l, k, lat, lon, s
          32          63  -31.6119995      -72.3310013       1.00000000     l, k, lat, lon, s
          40          30  -31.4960003      -71.6520004      0.748901844     l, k, lat, lon, s
          46          45  -31.3759995      -71.9499969      0.639472783     l, k, lat, lon, s
          49          51  -31.3160000      -72.0690002      0.458982408     l, k, lat, lon, s
          52          47  -31.2660007      -71.9850006      0.720493555     l, k, lat, lon, s
          55          19  -31.2339993      -71.4140015      0.763628185     l, k, lat, lon, s
          55          51  -31.2080002      -72.0619965      0.690698802     l, k, lat, lon, s
          81          13  -30.7700005      -71.2699966      0.760722220     l, k, lat, lon, s
          82          58  -30.7159996      -72.1750031      0.761304855     l, k, lat, lon, s
          83          29  -30.7220001      -71.5899963      0.772936821     l, k, lat, lon, s
          95          66  -30.4740009      -72.3219986      0.977415502     l, k, lat, lon, s
          96          45  -30.4750004      -71.8990021      0.692669511     l, k, lat, lon, s
         109          52  -30.2339993      -72.0260010      0.686487734     l, k, lat, lon, s
         112          17  -30.2089996      -71.3219986      0.814037025     l, k, lat, lon, s
         117          44  -30.0970001      -71.8580017      0.724213541     l, k, lat, lon, s
         118          18  -30.1000004      -71.3369980      0.798660934     l, k, lat, lon, s
         120          32  -30.0529995      -71.6149979      0.609987319     l, k, lat, lon, s
