           1          34  -32.1959991      -71.7720032      0.919542432     l, k, lat, lon, s
           7          54  -32.0699997      -72.1750031      0.799082577     l, k, lat, lon, s
           8           4  -32.0929985      -71.1520004      0.901295841     l, k, lat, lon, s
          21          42  -31.8290005      -71.9150009      0.696643829     l, k, lat, lon, s
          22          28  -31.8220005      -71.6289978      0.975363493     l, k, lat, lon, s
          23          17  -31.8129997      -71.4029999      0.765731275     l, k, lat, lon, s
          27          41  -31.7210007      -71.8880005      0.829453528     l, k, lat, lon, s
          28          21  -31.7189999      -71.4800034      0.978939176     l, k, lat, lon, s
          29          13  -31.7080002      -71.3160019      0.737816274     l, k, lat, lon, s
          35           3  -31.6070004      -71.1080017      0.840827405     l, k, lat, lon, s
          35          52  -31.5680008      -72.1039963      0.452514946     l, k, lat, lon, s
          51           2  -31.3190002      -71.0729980      0.992754102     l, k, lat, lon, s
          71          16  -30.9480000      -71.3389969      0.986116469     l, k, lat, lon, s
          76           5  -30.8659992      -71.1129990      0.843307078     l, k, lat, lon, s
          81          39  -30.7500000      -71.7939987      0.733764112     l, k, lat, lon, s
          82           5  -30.7579994      -71.1070023      0.821774125     l, k, lat, lon, s
          91          17  -30.5869999      -71.3410034      0.913151145     l, k, lat, lon, s
         100          59  -30.3899994      -72.1760025      0.832654119     l, k, lat, lon, s
         106          11  -30.3209991      -71.2070007      0.892157376     l, k, lat, lon, s
         116          37  -30.1210003      -71.7190018      0.885607660     l, k, lat, lon, s
