           3          69  -32.1290016      -72.4860001      0.865752935     l, k, lat, lon, s
          10          14  -32.0489998      -71.3539963      0.755044520     l, k, lat, lon, s
          13          25  -31.9869995      -71.5759964      0.934138715     l, k, lat, lon, s
          18          50  -31.8759995      -72.0810013      0.738935530     l, k, lat, lon, s
          25          35  -31.7619991      -71.7679977      0.827729106     l, k, lat, lon, s
          25          52  -31.7479992      -72.1149979      0.916638017     l, k, lat, lon, s
          30          13  -31.6900005      -71.3160019      0.858138204     l, k, lat, lon, s
          35          23  -31.5919991      -71.5139999      0.758943021     l, k, lat, lon, s
          41          70  -31.4430008      -72.4629974      0.716006577     l, k, lat, lon, s
          45          39  -31.3990002      -71.8300018      0.882392287     l, k, lat, lon, s
          50           6  -31.3339996      -71.1549988      0.714676023     l, k, lat, lon, s
          52          36  -31.2749996      -71.7620010      0.733957350     l, k, lat, lon, s
          56          33  -31.2049999      -71.6969986      0.984018326     l, k, lat, lon, s
          60          21  -31.1429996      -71.4499969      0.779315293     l, k, lat, lon, s
          77          48  -30.8139992      -71.9789963      0.817824006     l, k, lat, lon, s
          86          23  -30.6730003      -71.4660034      0.808465660     l, k, lat, lon, s
          86          56  -30.6450005      -72.1309967      0.692021906     l, k, lat, lon, s
          86          56  -30.6450005      -72.1309967      0.692021906     l, k, lat, lon, s
         102          23  -30.3840008      -71.4520035      0.836624384     l, k, lat, lon, s
         119          37  -30.0669994      -71.7160034      0.953419447     l, k, lat, lon, s
