           2          16  -32.1920013      -71.4029999      0.891308010     l, k, lat, lon, s
           4          67  -32.1119995      -72.4440002      0.671272278     l, k, lat, lon, s
           7          52  -32.0719986      -72.1340027      0.638363838     l, k, lat, lon, s
          10          67  -32.0040016      -72.4369965      0.436356395     l, k, lat, lon, s
          15          44  -31.9349995      -71.9619980      0.686068654     l, k, lat, lon, s
          17          62  -31.8829994      -72.3270035      0.749352157     l, k, lat, lon, s
          26          63  -31.7199993      -72.3369980      0.666555524     l, k, lat, lon, s
          31           6  -31.6770000      -71.1719971      0.829754293     l, k, lat, lon, s
          49          41  -31.3250008      -71.8659973      0.744437456     l, k, lat, lon, s
          51          35  -31.2940006      -71.7419968      0.682407439     l, k, lat, lon, s
          54          19  -31.2520008      -71.4150009      0.843858302     l, k, lat, lon, s
          69          38  -30.9669991      -71.7850037      0.680465996     l, k, lat, lon, s
          71          55  -30.9160004      -72.1259995      0.774297237     l, k, lat, lon, s
          82          70  -30.7049999      -72.4169998      0.626841724     l, k, lat, lon, s
          84          70  -30.6690006      -72.4150009      0.525530696     l, k, lat, lon, s
          89          61  -30.5869999      -72.2279968      0.351788878     l, k, lat, lon, s
         101          24  -30.4020004      -71.4729996      0.643992066     l, k, lat, lon, s
         102           3  -30.3990002      -71.0500031      0.741300523     l, k, lat, lon, s
         102          18  -30.3880005      -71.3509979      0.730271339     l, k, lat, lon, s
         118          31  -30.0900002      -71.5970001       1.00000000     l, k, lat, lon, s
