           3          55  -32.1409988      -72.1989975      0.483649611     l, k, lat, lon, s
           8          27  -32.0750008      -71.6220016      0.807187021     l, k, lat, lon, s
          12          69  -31.9669991      -72.4749985      0.579714596     l, k, lat, lon, s
          37          16  -31.5610008      -71.3700027      0.760149181     l, k, lat, lon, s
          38          10  -31.5480003      -71.2470016      0.794065177     l, k, lat, lon, s
          41          24  -31.4829998      -71.5289993      0.743109226     l, k, lat, lon, s
          42          40  -31.4519997      -71.8529968      0.697242022     l, k, lat, lon, s
          42          60  -31.4340000      -72.2590027      0.549083412     l, k, lat, lon, s
          44          46  -31.4109993      -71.9729996      0.523217976     l, k, lat, lon, s
          47          62  -31.3430004      -72.2939987      0.963035345     l, k, lat, lon, s
          48           9  -31.3680000      -71.2180023      0.994904995     l, k, lat, lon, s
          50          42  -31.3059998      -71.8850021      0.480661273     l, k, lat, lon, s
          56          34  -31.2049999      -71.7170029      0.761732817     l, k, lat, lon, s
          56          53  -31.1879997      -72.1019974      0.513301611     l, k, lat, lon, s
          75          19  -30.8740005      -71.3960037      0.927753150     l, k, lat, lon, s
          79          20  -30.8010006      -71.4120026      0.805780947     l, k, lat, lon, s
         100          11  -30.4290009      -71.2119980      0.770869613     l, k, lat, lon, s
         100          29  -30.4160004      -71.5739975      0.700942278     l, k, lat, lon, s
         110          51  -30.2169991      -72.0049973      0.563610375     l, k, lat, lon, s
         111          21  -30.2240009      -71.4029999      0.804534733     l, k, lat, lon, s
