           7          71  -32.0550003      -72.5220032      0.507921338     l, k, lat, lon, s
           8           4  -32.0929985      -71.1520004      0.803343892     l, k, lat, lon, s
           8          44  -32.0610008      -71.9690018      0.678707659     l, k, lat, lon, s
          11          30  -32.0190010      -71.6800003      0.794086516     l, k, lat, lon, s
          13          27  -31.9850006      -71.6169968      0.863067269     l, k, lat, lon, s
          23          63  -31.7740002      -72.3410034      0.598466873     l, k, lat, lon, s
          25          27  -31.7689991      -71.6050034      0.862298131     l, k, lat, lon, s
          30          58  -31.6520004      -72.2310028      0.782046139     l, k, lat, lon, s
          31          59  -31.6329994      -72.2509995      0.624022961     l, k, lat, lon, s
          45          37  -31.3999996      -71.7890015      0.765571654     l, k, lat, lon, s
          48           4  -31.3719997      -71.1169968      0.961081684     l, k, lat, lon, s
          49          62  -31.3069992      -72.2919998      0.894236863     l, k, lat, lon, s
          53          33  -31.2590008      -71.6999969      0.923513949     l, k, lat, lon, s
          53          58  -31.2380009      -72.2060013      0.589485884     l, k, lat, lon, s
          54          59  -31.2189999      -72.2259979      0.781083465     l, k, lat, lon, s
          55          59  -31.2010002      -72.2239990      0.788170874     l, k, lat, lon, s
          63          62  -31.0540009      -72.2760010      0.554013550     l, k, lat, lon, s
          78          53  -30.7919998      -72.0790024      0.547318101     l, k, lat, lon, s
          84          11  -30.7180004      -71.2269974       1.00000000     l, k, lat, lon, s
         110          52  -30.2159996      -72.0250015      0.694230616     l, k, lat, lon, s
