           4          31  -32.1440010      -71.7080002      0.954456806     l, k, lat, lon, s
           5          17  -32.1370010      -71.4199982       1.00000000     l, k, lat, lon, s
          12          52  -31.9820004      -72.1279984      0.486869842     l, k, lat, lon, s
          12          64  -31.9710007      -72.3730011      0.580782652     l, k, lat, lon, s
          14          52  -31.9459991      -72.1259995      0.545840979     l, k, lat, lon, s
          24          62  -31.7570000      -72.3190002      0.364514947     l, k, lat, lon, s
          25          61  -31.7399998      -72.2979965      0.467011124     l, k, lat, lon, s
          33          24  -31.6270008      -71.5370026      0.683440506     l, k, lat, lon, s
          44          50  -31.4069996      -72.0540009      0.495125979     l, k, lat, lon, s
          56          20  -31.2159996      -71.4339981      0.763021946     l, k, lat, lon, s
          64          71  -31.0279999      -72.4570007      0.495945126     l, k, lat, lon, s
          71          37  -30.9319992      -71.7630005      0.643424809     l, k, lat, lon, s
          82          70  -30.7049999      -72.4169998      0.329859823     l, k, lat, lon, s
          84          62  -30.6760006      -72.2539978      0.682817221     l, k, lat, lon, s
          86          44  -30.6560001      -71.8889999      0.598211050     l, k, lat, lon, s
          88          57  -30.6079998      -72.1490021      0.727245331     l, k, lat, lon, s
          88          60  -30.6060009      -72.2089996      0.682948649     l, k, lat, lon, s
          92          22  -30.5650005      -71.4410019      0.765705526     l, k, lat, lon, s
         105          37  -30.3190002      -71.7300034      0.700559318     l, k, lat, lon, s
         120          39  -30.0470009      -71.7549973      0.607624412     l, k, lat, lon, s
