           6          36  -32.1040001      -71.8079987      0.788291633     l, k, lat, lon, s
           9          20  -32.0629997      -71.4779968      0.824610412     l, k, lat, lon, s
          16          70  -31.8939991      -72.4909973      0.696236074     l, k, lat, lon, s
          19           9  -31.8910007      -71.2440033      0.566670120     l, k, lat, lon, s
          24          23  -31.7900009      -71.5250015      0.935748398     l, k, lat, lon, s
          30          71  -31.6399994      -72.4960022      0.640806556     l, k, lat, lon, s
          32          25  -31.6439991      -71.5579987      0.819896579     l, k, lat, lon, s
          35          54  -31.5660000      -72.1449966      0.815444112     l, k, lat, lon, s
          35          68  -31.5529995      -72.4290009      0.489070594     l, k, lat, lon, s
          43          22  -31.4480000      -71.4860001       1.00000000     l, k, lat, lon, s
          76          54  -30.8269997      -72.1009979      0.652285635     l, k, lat, lon, s
          80          34  -30.7719994      -71.6940002      0.941801250     l, k, lat, lon, s
          90          44  -30.5839996      -71.8850021      0.687298059     l, k, lat, lon, s
          93          24  -30.5459995      -71.4800034      0.777601838     l, k, lat, lon, s
          96          64  -30.4580002      -72.2809982      0.594328880     l, k, lat, lon, s
          98          16  -30.4619999      -71.3150024      0.757272482     l, k, lat, lon, s
         100          68  -30.3820000      -72.3570023      0.635567725     l, k, lat, lon, s
         106          45  -30.2940006      -71.8889999      0.561252773     l, k, lat, lon, s
         112          14  -30.2110004      -71.2620010      0.866321445     l, k, lat, lon, s
         119          14  -30.0849991      -71.2559967      0.853944242     l, k, lat, lon, s
