           5          12  -32.1409988      -71.3180008      0.757715523     l, k, lat, lon, s
          14          47  -31.9500008      -72.0240021      0.492800862     l, k, lat, lon, s
          22          13  -31.8339996      -71.3229980       1.00000000     l, k, lat, lon, s
          28          10  -31.7280006      -71.2559967      0.961583555     l, k, lat, lon, s
          30          34  -31.6730003      -71.7429962      0.570385277     l, k, lat, lon, s
          48          48  -31.3369999      -72.0090027      0.466803282     l, k, lat, lon, s
          64          11  -31.0779991      -71.2440033      0.641259670     l, k, lat, lon, s
          71          24  -30.9419994      -71.5009995      0.576465428     l, k, lat, lon, s
          79          13  -30.8059998      -71.2710037      0.668632150     l, k, lat, lon, s
          85          62  -30.6580009      -72.2529984      0.357040912     l, k, lat, lon, s
          86          10  -30.6830006      -71.2050018      0.703418434     l, k, lat, lon, s
          86          25  -30.6709995      -71.5070038      0.456457376     l, k, lat, lon, s
          91          37  -30.5709991      -71.7429962      0.479017556     l, k, lat, lon, s
          91          64  -30.5480003      -72.2860031      0.422415823     l, k, lat, lon, s
          97          30  -30.4689999      -71.5970001      0.461488247     l, k, lat, lon, s
         101          12  -30.4109993      -71.2320023      0.665749669     l, k, lat, lon, s
         102          62  -30.3519993      -72.2340012      0.447612077     l, k, lat, lon, s
         106          42  -30.2970009      -71.8290024      0.523142338     l, k, lat, lon, s
         116          15  -30.1380005      -71.2779999      0.693361223     l, k, lat, lon, s
         120           4  -30.0739994      -71.0550003      0.698140085     l, k, lat, lon, s
