          27          31  -31.7299995      -71.6849976      0.558595121     l, k, lat, lon, s
          30          26  -31.6800003      -71.5800018      0.616560102     l, k, lat, lon, s
          39           3  -31.5349998      -71.1039963      0.752228737     l, k, lat, lon, s
          40          12  -31.5100002      -71.2860031      0.879114270     l, k, lat, lon, s
          42          25  -31.4640007      -71.5479965      0.787998676     l, k, lat, lon, s
          47           3  -31.3910007      -71.0970001      0.814019918     l, k, lat, lon, s
          47          70  -31.3349991      -72.4560013      0.552037776     l, k, lat, lon, s
          52           1  -31.3020000      -71.0520020       1.00000000     l, k, lat, lon, s
          54          67  -31.2119999      -72.3880005      0.412276953     l, k, lat, lon, s
          68          23  -30.9969997      -71.4830017      0.712165415     l, k, lat, lon, s
          86          50  -30.6509991      -72.0100021      0.821501076     l, k, lat, lon, s
          88           8  -30.6480007      -71.1630020      0.839723468     l, k, lat, lon, s
          88          29  -30.6320000      -71.5849991      0.821250439     l, k, lat, lon, s
          89          53  -30.5939999      -72.0670013      0.614749372     l, k, lat, lon, s
          91          20  -30.5849991      -71.4010010      0.636170745     l, k, lat, lon, s
          96          56  -30.4650002      -72.1200027      0.640498459     l, k, lat, lon, s
          97          52  -30.4510002      -72.0390015      0.512604356     l, k, lat, lon, s
         107          25  -30.2929993      -71.4869995      0.749076307     l, k, lat, lon, s
         112          17  -30.2089996      -71.3219986      0.747963428     l, k, lat, lon, s
         116          30  -30.1270008      -71.5790024      0.883352697     l, k, lat, lon, s
