          13          68  -31.9489994      -72.4540024      0.296726555     l, k, lat, lon, s
          20          63  -31.8279991      -72.3440018      0.391092062     l, k, lat, lon, s
          27          64  -31.7010002      -72.3570023      0.305545419     l, k, lat, lon, s
          37          31  -31.5489998      -71.6750031      0.508126438     l, k, lat, lon, s
          38          17  -31.5419998      -71.3899994      0.479238838     l, k, lat, lon, s
          40          54  -31.4759998      -72.1389999      0.379223824     l, k, lat, lon, s
          45          19  -31.4150009      -71.4240036      0.562374890     l, k, lat, lon, s
          46           9  -31.4039993      -71.2200012      0.655730009     l, k, lat, lon, s
          65          35  -31.0419998      -71.7289963      0.571122289     l, k, lat, lon, s
          68          37  -30.9860001      -71.7659988      0.997877121     l, k, lat, lon, s
          68          38  -30.9850006      -71.7860031       1.00000000     l, k, lat, lon, s
          76          39  -30.8400002      -71.7979965      0.236863852     l, k, lat, lon, s
          82          38  -30.7329998      -71.7720032      0.436908782     l, k, lat, lon, s
          88          47  -30.6170006      -71.9479980      0.415403783     l, k, lat, lon, s
          89          53  -30.5939999      -72.0670013      0.407043546     l, k, lat, lon, s
          91          16  -30.5879993      -71.3209991      0.584194243     l, k, lat, lon, s
          95          45  -30.4930000      -71.9000015      0.431917965     l, k, lat, lon, s
         100          18  -30.4239998      -71.3529968      0.567244172     l, k, lat, lon, s
         101          42  -30.3869991      -71.8339996      0.536036551     l, k, lat, lon, s
         117          42  -30.0990009      -71.8180008      0.487342268     l, k, lat, lon, s
